X_train,y_train
"['jos', 'ask', 'u', 'wana', 'meet']",ham
"['k', 'girl', 'waiting', 'reception', 'ah']",ham
"['new', 'address', 'apple', 'pair', 'malarky']",ham
"['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', 'cant', 'guess', 'call', '09058091854', 'revealed', 'po', 'box385', 'm6', '6wu']",spam
"['hey', 'inconvenient', 'si', 'huh']",ham
"['absolutely', 'love', 'south', 'park', 'recently', 'started', 'watching', 'office']",ham
"['congrats', 'kano', 'whr', 'treat', 'maga']",ham
"['hey', 'ad', 'crap', 'nite', 'borin', 'without', 'ya', '2', 'boggy', 'u', 'boring', 'biatch', 'thanx', 'u', 'wait', 'til', 'nxt', 'time', 'il', 'ave', 'ya']",ham
"['ok', 'k', 'sry', 'knw', '2', 'siva', 'tat', 'askd']",ham
"['thinking', 'chennai', 'forgot', 'come', 'auction']",ham
"['actually', 'mobile', 'full', 'msg', 'work', 'online', 'need', 'send', 'lt', 'gt', 'sent', 'msg', 'wil', 'explain', 'u', 'later']",ham
"['hey', 'dont', 'go', 'watch', 'x', 'men', 'lunch', 'haha']",ham
"['amazing', 'quote', 'sometimes', 'life', 'difficult', 'decide', 'whats', 'wrong', 'lie', 'brings', 'smile', 'truth', 'brings', 'tear']",ham
"['awesome', 'gonna', 'soon', 'later', 'tonight']",ham
"['reached', 'sch', 'already']",ham
"['trying', 'find', 'chinese', 'food', 'place', 'around']",ham
"['hank', 'lotsly']",ham
"['got', 'seventeen', 'pound', 'seven', 'hundred', 'ml', 'hope', 'ok']",ham
"['tbs', 'persolvo', 'chasing', 'u', 'since', 'sept', '38', 'definitely', 'paying', 'thanks', 'information', 'ignore', 'kath', 'manchester']",spam
"['k', 'happen', 'tonight']",ham
"['call', 'tell', 'infront', 'call']",ham
"['think', 'tantrum', 'finished', 'yeah', 'point']",ham
"['late', 'need', 'go', 'n', 'get', 'da', 'laptop']",ham
"['oh', 'really', 'make', 'air', 'talent']",ham
"['paying', 'attention']",ham
"['hi', 'baby', 'im', 'cruisin', 'girl', 'friend', 'r', 'u', '2', 'give', 'call', 'hour', 'home', 'thats', 'alright', 'fone', 'fone', 'love', 'jenny', 'xxx']",ham
"['word', 'checkmate', 'chess', 'come', 'persian', 'phrase', 'shah', 'maat', 'mean', 'king', 'dead', 'goodmorning', 'good', 'day']",ham
"['sir', 'hope', 'day', 'going', 'smoothly', 'really', 'hoped', 'wont', 'bother', 'bill', 'settle', 'month', 'extra', 'cash', 'know', 'challenging', 'time', 'also', 'let', 'know']",ham
"['hi', 'darlin', 'im', 'way', 'london', 'smashed', 'another', 'driver', 'big', 'dent', 'im', 'really', 'missing', 'u', 'u', 'xxx']",ham
"['u', 'turn', 'heater', 'heater', 'set', 'lt', 'gt', 'degree']",ham
"['loan', 'purpose', '500', '75', '000', 'homeowners', 'tenants', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', '0800', '1956669', 'text', 'back', 'help']",spam
"['hmmm', 'thought', 'said', '2', 'hour', 'slave', '3', 'late', 'punish']",ham
"['fine', 'thanks']",ham
"['hi', 'darlin', 'im', 'helen', 'fone', 'im', 'gonna', 'b', 'prince', '2', 'nite', 'please', 'come', 'tb', 'love', 'kate']",ham
"['wife', 'knew', 'time', 'murder', 'exactly']",ham
"['ok', 'msg', 'u', 'b4', 'leave', 'house']",ham
"['necessarily', 'respectful']",ham
"['also', 'thk', 'fast', 'xy', 'suggest', 'one', 'u', 'dun', 'wan', 'ok', 'going', '2', 'rain', 'leh', 'got', 'gd']",ham
"['comingdown', 'later']",ham
"['think', 'fixed', 'send', 'test', 'message']",ham
"['ok', 'careful', 'text', 'drive']",ham
"['slept', 'time']",ham
"['valentines', 'day', 'special', 'win', '1000', 'quiz', 'take', 'partner', 'trip', 'lifetime', 'send', 'go', '83600', '150p', 'msg', 'rcvd', 'custcare', '08718720201']",spam
"['living', 'simple', 'loving', 'also', 'simple', 'laughing', 'simple', 'winning', 'tooo', 'simple', 'simple', 'difficult', 'gud', 'nte']",ham
"['get', 'headache', 'trying', 'figure', 'u', 'trust', 'math', 'promise']",ham
"['kothi', 'print', 'marandratha']",ham
"['dont', 'much', 'image', 'class']",ham
"['bruce', 'b', 'down', 'amp', 'fletcher']",ham
"['single', 'line', 'big', 'meaning', 'miss', 'anything', '4', 'ur', 'best', 'life', 'miss', 'ur', 'best', 'life', 'anything', 'gud', 'nyt']",ham
"['bought', 'one', 'ringtone', 'getting', 'text', 'costing', '3', 'pound', 'offering', 'tone', 'etc']",spam
"['pleassssssseeeeee', 'tel', 'v', 'avent', 'done', 'sportsx']",ham
"['check', 'nuerologist']",ham
"['cheers', 'message', 'zogtorius', 'staring', 'phone', 'age', 'deciding', 'whether', 'text']",ham
"['home', 'please', 'call']",ham
"['meet', 'soon', 'princess', 'ttyl']",ham
"['wondering', 'would', 'okay', 'call', 'uncle', 'john', 'let', 'know', 'thing', 'nigeria', 'r', 'lt', 'gt', 'dollar', '2years', 'sent', 'know', 'strain', 'plan', 'pay', 'back', 'every', 'dime', 'give', 'every', 'dime', 'expect', 'anything', 'practical', 'something', 'like']",ham
"['know', 'u', 'u', 'know', 'send', 'chat', '86688', 'let', 'find', '150p', 'msg', 'rcvd', 'hg', 'suite342', '2lands', 'row', 'w1j6hl', 'ldn', '18', 'year']",spam
"['got', 'divorce', 'lol']",ham
"['tmrw', 'im', 'finishing', '9', 'door']",ham
"['sorry', 'call', 'later']",ham
"['much', 'torch', '9ja']",ham
"['want', 'new', 'video', 'phone', '600', 'anytime', 'network', 'min', '400', 'inclusive', 'video', 'call', 'downloads', '5', 'per', 'week', 'free', 'deltomorrow', 'call', '08002888812', 'reply']",spam
"['88066', 'lost', '12', 'help']",spam
"['hey', 'look', 'like', 'wrong', 'one', 'kappa', 'guy', 'number', 'still', 'phone', 'want', 'text', 'see', 'around']",ham
"['adult', '18', 'content', 'video', 'shortly']",spam
"['dating', 'two', 'started', 'sent', 'text', 'talk', 'sport', 'radio', 'last', 'week', 'connection', 'think', 'coincidence']",spam
"['sir', 'waiting', 'mail']",ham
"['many', 'happy', 'return', 'day', 'wish', 'happy', 'birthday']",ham
"['call', 'later', 'network', 'urgnt', 'sm']",ham
"['otherwise', 'part', 'time', 'job', 'na', 'tuition']",ham
"['thread', 'wishlist', 'section', 'forum', 'ppl', 'post', 'nitro', 'request', 'start', 'last', 'page', 'collect', 'bottom']",ham
"['pls', 'dont', 'play', 'others', 'life']",ham
['ok'],ham
"['much', 'buzy']",ham
"['alrite', 'girl', 'u', 'know', 'gail', 'neva', 'wrong', 'take', 'care', 'sweet', 'worry', 'c', 'u', 'l8tr', 'hun', 'love', 'yaxxx']",ham
"['let', 'snow', 'let', 'snow', 'kind', 'weather', 'brings', 'ppl', 'together', 'friendship', 'grow']",ham
"['wow', 'boys', 'r', 'back', 'take', '2007', 'uk', 'tour', 'win', 'vip', 'tickets', 'pre', 'book', 'vip', 'club', 'txt', 'club', '81303', 'trackmarque', 'ltd', 'info', 'vipclub4u']",spam
"['bears', 'pic', 'nick', 'tom', 'pete', 'dick', 'fact', 'type', 'try', 'gay', 'chat', 'photo', 'upload', 'call', '08718730666', '10p', 'min', '2', 'stop', 'text', 'call', '08712460324']",spam
"['25p', '4', 'alfie', 'moon', 'children', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'm8s', 'txt', 'tone', 'charity', '8007', 'nokias', 'poly', 'charity', 'polys', 'zed', '08701417012', 'profit', '2', 'charity']",spam
"['hi', 'mate', 'rv', 'u', 'hav', 'nice', 'hol', 'message', '3', 'say', 'hello', 'coz', 'sent', 'u', '1', 'age', 'started', 'driving', 'stay', 'road', 'rvx']",ham
"['realize', '40', 'year', 'thousand', 'old', 'lady', 'running', 'around', 'tattoo']",spam
"['noe', 'da', 'car', 'later', 'c', 'lar', 'wearing', 'short']",ham
"['oh', 'ok']",ham
"['turns', 'friend', 'staying', 'whole', 'show', 'back', 'til', 'lt', 'gt', 'feel', 'free', 'go', 'ahead', 'smoke', 'lt', 'gt', 'worth']",ham
"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', '1500', 'bonus', 'prize', 'call', '09066364589']",spam
"['rude', 'campus']",ham
"['discount', 'code', 'rp176781', 'stop', 'message', 'reply', 'stop', 'www', 'regalportfolio', 'co', 'uk', 'customer', 'services', '08717205546']",spam
"['ur', 'cash', 'balance', 'currently', '500', 'pound', 'maximize', 'ur', 'cash', 'send', 'cash', '86688', '150p', 'msg', 'cc', '08708800282', 'hg', 'suite342', '2lands', 'row', 'w1j6hl']",spam
"['want', 'snow', 'freezing', 'windy']",ham
"['dare', 'change', 'ring']",ham
"['aight', 'head']",ham
"['make', 'life', 'stressfull', 'always', 'find', 'time', 'laugh', 'may', 'add', 'year', 'life', 'surely', 'add', 'life', 'ur', 'year', 'gud', 'ni8', 'swt', 'dream']",ham
"['still', 'checked', 'da']",ham
"['wishing', 'family', 'merry', 'x', 'ma', 'happy', 'new', 'year', 'advance']",ham
"['wife', 'knew', 'time', 'murder', 'exactly']",ham
"['gettin', 'bit', 'arty', 'collage', 'mo', 'well', 'tryin', '2', 'ne', 'way', 'got', 'roast', 'min', 'lovely', 'shall', 'enjoy']",ham
"['message', 'free', 'welcome', 'new', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'service', 'reply', 'stop', 'msg', '150p', '18']",spam
"['got', 'meh']",ham
"['guess', 'somebody', 'know', 'secretly', 'fancy', 'wanna', 'find', 'give', 'u', 'call', '09065394973', 'landline', 'datebox1282essexcm61xn', '150p', 'min', '18']",spam
"['miserable', 'tell', 'u', 'side', 'effect', 'birth', 'control', 'massive', 'gut', 'wrenching', 'cramp', 'first', '2', 'month', 'sleep', 'last', 'night']",ham
"['see', 'forwarding', 'message', 'proof']",ham
"['yeah', 'got', 'one', 'lined', 'u']",ham
"['ding', 'ya', 'break', 'fassyole', 'blacko', 'londn']",ham
"['hello', 'drivby', '0quit', 'edrunk', 'sorry', 'iff', 'pthis', 'make', 'senrd', 'dnot', 'dancce', '2', 'drum', 'n', 'basq', 'ihave', 'fun', '2nhite', 'x', 'ro', 'xxxxxxx']",ham
"['good', 'night', 'going', 'sleep']",ham
"['shall', 'start', 'hear']",ham
"['solve', 'case', 'man', 'found', 'murdered', 'lt', 'decimal', 'gt', 'lt', 'gt', 'afternoon', '1', 'wife', 'called', 'police', '2', 'police', 'questioned', 'everyone', '3', 'wife', 'sir', 'sleeping', 'murder', 'took', 'place', '4', 'cook', 'cooking', '5', 'gardener', 'picking', 'vegetable', '6', 'house', 'maid', 'went', '2', 'post', 'office', '7', 'children', 'went', '2', 'play', '8', 'neighbour', 'went', '2', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'reply', 'reason', 'u', 'r', 'brilliant']",ham
"['hhahhaahahah', 'rofl', 'wtf', 'nig', 'leonardo', 'room', 'something']",ham
"['ok', 'da', 'already', 'planned', 'wil', 'pick']",ham
"['started', 'searching', 'get', 'job', 'day', 'great', 'potential', 'talent']",ham
"['ill', '3', 'min', 'look']",ham
"['thanks', 'honey', 'great', 'day']",ham
"['freemsg', 'hey', 'buffy', '25', 'love', 'satisfy', 'men', 'home', 'alone', 'feeling', 'randy', 'reply', '2', 'c', 'pix', 'qlynnbv', 'help08700621170150p', 'msg', 'send', 'stop', 'stop', 'txts']",spam
"['sac', 'score', 'big', 'hundred', 'set', 'batsman']",ham
"['hope', 'pee', 'burn', 'tonite']",ham
"['po', 'de', 'need', 'job', 'aha']",ham
"['dunno', 'dad', 'said', 'coming', 'home', '2', 'bring', 'u', '4', 'lunch', 'yup', 'go', 'w', 'u', 'lor', 'call', 'u', 'reach', 'school', 'lor']",ham
"['depends', 'quality', 'want', 'type', 'sent', 'boye', 'faded', 'glory', '6', 'want', 'ralphs', 'maybe', '2']",ham
"['k', 'send', 'lt', 'gt', 'min']",ham
"['wishing', 'beautiful', 'day', 'moment', 'revealing', 'even', 'thing', 'keep', 'smiling', 'enjoy']",ham
"['think', 'could', 'stop', 'like', 'hour', 'roommate', 'looking', 'stock', 'trip']",ham
"['work', 'please', 'call']",ham
"['1000', 'winner', 'guaranteed', 'caller', 'prize', 'final', 'attempt', 'contact', 'claim', 'call', '09071517866', '150ppmpobox10183bhamb64xe']",spam
"['really', 'getting', 'hanging', 'around']",ham
"['bishan', 'lei', 'tot', 'ü', 'say', 'lavender']",ham
"['urgent', 'mobile', '07xxxxxxxxx', '2', '000', 'bonus', 'caller', 'prize', '02', '06', '03', '2nd', 'attempt', 'reach', 'call', '09066362231', 'asap', 'box97n7qp', '150ppm']",spam
"['better', 'bb', 'wont', 'use', 'wife', 'doctor']",ham
"['want', 'go']",ham
"['wat', 'r', 'u']",ham
"['well', 'pattern', 'emerging', 'friend', 'telling', 'drive', 'come', 'smoke', 'telling', 'weed', 'fiend', 'make', 'smoke', 'much', 'impede', 'thing', 'see', 'hesitant']",ham
"['guess', 'first', 'time', 'created', 'web', 'page', 'www', 'asjesus', 'com', 'read', 'wrote', 'waiting', 'opinion', 'want', 'friend', '1', '1']",spam
"['lick', 'every', 'drop', 'ready', 'use', 'mouth', 'well']",ham
"['hmv', 'bonus', 'special', '500', 'pound', 'genuine', 'hmv', 'voucher', 'answer', '4', 'easy', 'question', 'play', 'send', 'hmv', '86688', 'info', 'www', '100percent', 'real', 'com']",spam
"['hey', 'babe', 'u', 'doin', 'wot', 'u', '2', '2nite', 'love', 'annie', 'x']",ham
"['sorry', 'c', 'ur', 'msg', 'yar', 'lor', 'poor', 'thing', '4', 'one', 'night', 'tmr', 'u', 'brand', 'new', 'room', '2', 'sleep']",ham
"['people', 'game', 'mall', 'iouri', 'kaila']",ham
"['cant', 'wait', 'see', 'photo', 'useful']",ham
"['hard', 'believe', 'thing', 'like', 'say', 'lie', 'think', 'twice', 'saying', 'anything']",ham
"['nah', 'im', 'goin', '2', 'wrks', 'j', 'wot', 'bout', 'u']",ham
"['free', 'msg', 'get', 'gnarls', 'barkleys', 'crazy', 'ringtone', 'totally', 'free', 'reply', 'go', 'message', 'right']",spam
"['hey', 'thk', 'juz', 'go', 'accordin', 'wat', 'discussed', 'yest', 'lor', 'except', 'kb', 'sun', 'cos', 'nt', 'much', 'lesson', 'go', 'attend', 'kb', 'sat']",ham
"['k', 'might', 'come', 'tonight', 'class', 'let', 'early']",ham
"['reached', 'home', 'finally']",ham
"['ceri', 'u', 'rebel', 'sweet', 'dreamz', 'little', 'buddy', 'c', 'ya', '2moro', 'needs', 'blokes']",ham
"['thanx', '4', 'e', 'brownie', 'v', 'nice']",ham
"['yo', 'game', 'almost', 'want', 'go', 'walmart', 'soon']",ham
"['sorry', 'never', 'hear', 'unless', 'book', 'one', 'kinda', 'joke', 'thet', 'really', 'looking', 'skinny', 'white', 'girl', 'one', 'line', 'much', 'camera', 'something', 'like', 'casting', 'look']",ham
"['da', 'al', 'r', 'lt', 'gt']",ham
"['good', 'night', 'dear', 'sleepwell', 'amp', 'take', 'care']",ham
"['hey', 'pay', 'salary', 'de', 'lt', 'gt']",ham
"['wat', 'time', 'liao', 'still', 'got']",ham
"['sounds', 'like', 'could', 'lot', 'time', 'spent', 'chastity', 'device', 'boy', 'grin', 'take', 'beating', 'like', 'good', 'dog', 'going', 'lounge', 'nice', 'long', 'bath']",ham
"['u', 'town', 'alone']",ham
"['join', 'uk', 'horniest', 'dogging', 'service', 'u', 'sex', '2nite', 'sign', 'follow', 'instruction', 'txt', 'entry', '69888', 'nyt', 'ec2a', '3lp', 'msg', '150p']",spam
"['tot', 'u', 'outside', 'co', 'darren', 'say', 'u', 'come', 'shopping', 'course', 'nice', 'wat', 'jus', 'went', 'sim', 'lim', 'look', 'mp3', 'player']",ham
"['good', 'sleep', 'rhythm', 'person', 'establish', 'rhythm', 'body', 'learn', 'use', 'want', 'know']",ham
"['ducking', 'chinchilla']",ham
"['u', 'talking']",ham
"['hello', 'u', 'u', '2', 'u', 'b', 'moving', 'flat', 'co', 'need', 'arrange', 'pick', 'lamp', 'etc', 'take', 'care', 'hello', 'caroline']",ham
"['much', 'bad', 'avoid', 'like']",ham
"['omw', 'back', 'tampa', 'west', 'palm', 'hear', 'happened']",ham
"['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'double', 'mins', '1000', 'txt', 'orange', 'call', 'mobileupd8', '08000839402', 'call2optout', '4qf2']",spam
"['tick', 'tick', 'tick', 'babe']",ham
"['tick', 'tick', 'tick', 'could', 'die', 'loneliness', 'know', 'pout', 'stomp', 'foot', 'need']",ham
"['time', 'come', 'tomorrow']",ham
"['dare', 'stupid', 'wont', 'tell', 'anything', 'hear', 'wont', 'talk']",ham
"['free', 'message', 'jamster', 'get', 'crazy', 'frog', 'sound', 'poly', 'text', 'mad1', 'real', 'text', 'mad2', '88888', '6', 'crazy', 'sound', '3', 'gbp', 'week', '16', 'c', 'apply']",spam
"['ok', 'anybody', 'asks', 'abt', 'u', 'tel', 'p']",ham
"['say', 'slowly', 'god', 'love', 'amp', 'need', 'clean', 'heart', 'blood', 'send', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'pls', 'pls']",ham
"['hi', 'kate', 'lovely', 'see', 'tonight', 'ill', 'phone', 'tomorrow', 'got', 'sing', 'guy', 'gave', 'card', 'xxx']",ham
"['thanks', 'love', 'torch', 'bold']",ham
"['hey', 'reply', 'pa']",ham
"['u', 'r', 'winner', 'u', 'ave', 'specially', 'selected', '2', 'receive', '1000', 'cash', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810710p', 'min', '18']",spam
"['lol', 'yep', 'yesterday', 'already', 'got', 'fireplace', 'another', 'icon', 'sitting']",ham
"['hi', 'roger', 'cl']",ham
"['2', 'celebrate', 'b', 'day', 'else']",ham
"['500', 'new', 'mobiles', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'today', '1', 'www', '4', 'tc', 'biz', '2optout', '087187262701', '50gbp', 'mtmsg18', 'txtauction']",spam
"['tkts', 'euro2004', 'cup', 'final', '800', 'cash', 'collect', 'call', '09058099801', 'b4190604', 'pobox', '7876150ppm']",spam
"['text', 'drop', 'x']",ham
"['k', 'want', 'u', 'come']",ham
"['remain', 'unconvinced', 'elaborate', 'test', 'willpower']",ham
"['ok', 'din', 'get', 'ur', 'msg']",ham
"['parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']",ham
"['must', 'sit', 'around', 'wait', 'summer', 'day', 'celebrate', 'magical', 'sight', 'world', 'dressed', 'white', 'oooooh', 'let', 'snow']",ham
"['think', 'u', 'wrong', 'number']",ham
"['two', 'team', 'waiting', 'player']",ham
"['interflora', 'late', 'order', 'interflora', 'flower', 'christmas', 'call', '0800', '505060', 'place', 'order', 'midnight', 'tomorrow']",spam
"['really', 'sorry', 'b', 'able', '2', 'friday', 'hope', 'u', 'find', 'alternative', 'hope', 'yr', 'term', 'going', 'ok']",ham
"['hi', '2nights', 'ur', 'lucky', 'night', 'uve', 'invited', '2', 'xchat', 'uks', 'wildest', 'chat', 'txt', 'chat', '86688', '150p', 'msgrcvdhg', 'suite342', '2lands', 'row', 'w1j6hl', 'ldn', '18yrs']",spam
"['shall', 'book', 'chez', 'jules', 'half', 'eight', 'ok']",ham
"['office', 'whats', 'matter', 'msg', 'call', 'break']",ham
"['pls', 'go', 'ahead', 'watt', 'wanted', 'sure', 'great', 'weekend', 'abiola']",ham
"['ne', 'thing', 'interesting', 'good', 'birthday', 'u', 'wrking', 'nxt', 'started', 'uni', 'today']",ham
"['dunno', 'close', 'oredi', 'ü', 'v', 'fan']",ham
"['k', 'k', 'going']",ham
"['still', 'playing', 'gautham']",ham
"['like', 'made', 'throw', 'smoking', 'friend', 'car', 'one', 'time', 'awesome']",ham
"['site', 'simulate', 'test', 'give', 'tough', 'question', 'test', 'readiness']",ham
"['felt', 'conveying', 'reason', 'ese']",ham
"['aight', 'fuck', 'get', 'later']",ham
"['today', 'accept', 'day', 'u', 'accept', 'brother', 'sister', 'lover', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rply', 'mean', 'enemy']",ham
"['beautiful', 'truth', 'expression', 'face', 'could', 'seen', 'everyone', 'depression', 'heart', 'could', 'understood', 'loved', 'one', 'gud', 'ni8']",ham
"['r', 'u', 'saying', 'order', 'slipper', 'co', 'pay', 'returning']",ham
"['please', 'call', 'customer', 'service', 'representative', 'freephone', '0808', '145', '4742', '9am', '11pm', 'guaranteed', '1000', 'cash', '5000', 'prize']",spam
"['nice', 'line', 'said', 'broken', 'heart', 'plz', 'cum', '1', 'time', 'infront', 'wise', 'trust', 'u', 'good', '9t']",ham
"['bring', 'home', 'wendy']",ham
"['k', 'k', 'cant', 'come', 'search', 'job']",ham
"['finally', 'match', 'heading', 'towards', 'draw', 'prediction']",ham
"['heard', 'anything', 'answering', 'text', 'guessing', 'flaked', 'said', 'jb', 'fantastic']",ham
"['xmas', 'story', 'peace', 'xmas', 'msg', 'love', 'xmas', 'miracle', 'jesus', 'hav', 'blessed', 'month', 'ahead', 'amp', 'wish', 'u', 'merry', 'xmas']",ham
"['march', 'ending', 'ready', 'call', 'sure', 'problem', 'capital', 'never', 'complete', 'far', 'work', 'lady']",ham
"['carlos', 'took', 'leave', 'minute']",ham
"['know', 'u', 'u', 'know', 'send', 'chat', '86688', 'let', 'find', '150p', 'msg', 'rcvd', 'hg', 'suite342', '2lands', 'row', 'w1j6hl', 'ldn', '18', 'year']",spam
"['know', 'lt', 'gt', 'around', '5']",ham
"['anything', 'lor', 'go', 'go', 'lor']",ham
"['dance', 'river']",ham
"['nt', 'goin', 'got', 'somethin', 'unless', 'meetin', '4', 'dinner', 'lor', 'haha', 'wonder', 'go', 'ti', 'time']",ham
"['effect', 'irritation', 'ignore']",ham
"['cant', 'talk', 'call', 'dont', 'keep', 'calling']",ham
"['princess', 'like', 'make', 'love', 'lt', 'gt', 'time', 'per', 'night', 'hope', 'thats', 'problem']",ham
"['pls', 'help', 'tell', 'sura', 'expecting', 'battery', 'hont', 'pls', 'send', 'message', 'download', 'movie', 'thanks']",ham
"['wondar', 'full', 'flim']",ham
"['sexy', 'sexy', 'cum', 'text', 'im', 'wet', 'warm', 'ready', 'porn', 'u', 'fun', 'msg', 'free', 'recd', 'msgs', '150p', 'inc', 'vat', '2', 'cancel', 'text', 'stop']",spam
"['whenevr', 'ur', 'sad', 'whenevr', 'ur', 'gray', 'remembr', 'im', '2', 'listn', '2', 'watevr', 'u', 'wanna', 'say', 'jus', 'walk', 'wid', 'little', 'amp', 'promise', 'bring', 'back', 'ur', 'smile']",ham
"['4', 'costa', 'del', 'sol', 'holiday', '5000', 'await', 'collection', 'call', '09050090044', 'toclaim', 'sae', 'tc', 'pobox334', 'stockport', 'sk38xh', 'cost', '1', '50', 'pm', 'max10mins']",spam
"['case', 'guess', 'see', 'campus', 'lodge']",ham
"['honey', 'sweetheart', 'darling', 'sexy', 'bun', 'sugar', 'plum', 'loverboy', 'miss', 'boytoy', 'smack', 'as', 'go', 'gym']",ham
"['performance', 'award', 'calculated', 'every', 'two', 'month', 'current', 'one', 'month', 'period']",ham
"['hmmm', 'many', 'player', 'selected']",ham
"['thanks', 'fills', 'complete', 'calm', 'reassurance']",ham
"['jus', 'finish', 'bathing']",ham
"['plz', 'tell', 'an', 'bslvyl', 'sent', 'via', 'fullonsms', 'com']",ham
['free'],ham
"['coming', 'friday', 'leave', 'pongal', 'get', 'news', 'work', 'place']",ham
"['check', 'room', 'befor', 'activity']",ham
"['feel', 'mr', 'real', 'valentine', 'yo', 'valentine', 'even', 'tho', 'u', 'hardly', 'play']",ham
"['sorry', 'call', 'later']",ham
"['ü', 'wait', '4', 'bus', 'stop', 'aft', 'ur', 'lect', 'lar', 'dun', 'c', 'ü', 'go', 'get', 'car', 'come', 'back', 'n', 'pick', 'ü']",ham
"['k', 'k', 'yesterday', 'cbe']",ham
"['hello', 'thanx', 'taking', 'call', 'got', 'job', 'starts', 'monday']",ham
"['give', 'something', 'drink', 'take', 'vomit', 'temp', 'might', 'drop', 'unmits', 'however', 'let', 'know']",ham
"['leave', 'around', 'four', 'ok']",ham
"['ur', 'change', '2', 'da', 'report', 'big', 'cos', 'already', 'made', 'change', '2', 'da', 'previous', 'report']",ham
"['come', 'life', 'brought', 'sun', 'shiny', 'warming', 'heart', 'putting', 'constant', 'smile', 'face', 'making', 'feel', 'loved', 'cared']",ham
"['dear', 'mood', 'cant', 'drive', 'brother', 'drive']",ham
"['quite', 'ok', 'bit', 'ex', 'u', 'better', 'go', 'eat', 'smth', 'else', 'feel', 'guilty']",ham
"['want', 'kiss', 'feel', 'next']",ham
"['got', 'video', 'tape', 'pple', 'type', 'message', 'lor', 'u', 'free', 'wan', '2', 'help', 'hee', 'cos', 'noe', 'u', 'wan', '2', 'watch', 'infernal', 'affair', 'ask', 'u', 'along', 'asking', 'shuhui', 'oso']",ham
"['hey', 'great', 'deal', 'farm', 'tour', '9am', '5pm', '95', 'pax', '50', 'deposit', '16', 'may']",ham
"['night', 'sweet', 'sleep', 'well', 'see', 'exorcism', 'emily', 'rose', 'may', 'never', 'sleep', 'hugs', 'snogs']",ham
"['tyler', 'getting', '8th', 'leave', 'long', '9', 'get', 'like', 'hour']",ham
"['seriously', 'spell', 'name']",ham
"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'algarve', 'txt', 'ansr', '82277', '1', '50', 'sp', 'tyrone']",spam
"['fine', 'imma', 'get', 'drink', 'somethin', 'want', 'come', 'find']",ham
"['need', 'buy', 'lunch', 'eat', 'maggi', 'mee']",ham
"['leaving', 'house']",ham
"['mobile', '11mths', 'update', 'free', 'oranges', 'latest', 'colour', 'camera', 'mobile', 'unlimited', 'weekend', 'call', 'call', 'mobile', 'upd8', 'freefone', '08000839402', '2stoptx']",spam
"['howz', 'pain', 'hope', 'u', 'r', 'fine']",ham
"['hey', 'forget', 'mine', 'possession', 'property', 'mmm', 'childish', 'smile']",ham
"['lol', 'would', 'awesome', 'payback']",ham
"['boytoy', 'miss', 'happened']",ham
['september'],ham
"['sent', 'like']",ham
"['tonight', 'mate', 'catching', 'sleep', 'new', 'number', 'way']",ham
"['usually', 'take', 'fifteen', 'fucking', 'minute', 'respond', 'yes', 'question']",ham
"['nice', 'nice', 'working']",ham
"['taking', 'italian', 'food', 'pretty', 'dress', 'panty']",ham
"['good', 'good', 'job', 'like', 'entrepreneur']",ham
"['hello', 'yeah', 'got', 'bath', 'need', 'hair', 'come', 'done', 'yeah']",ham
"['give', 'sec', 'think', 'think']",ham
"['fri', 'ah', 'okie', 'lor', 'goin', '4', 'drivin', 'den', 'go', 'shoppin', 'tt']",ham
"['howz', 'pain', 'come', 'today', 'said', 'ystrday', 'ice', 'medicine']",ham
"['nothing', 'got', 'msg', 'frm', 'tht', 'unknown']",ham
"['wn', 'u', 'r', 'hurt', 'prsn', 'close', '2', 'u', 'fight', 'wit', 'dem', 'coz', 'somtimes', 'dis', 'fight', 'save', 'relation', 'bt', 'quiet', 'leaf', 'nothin', 'relation', 'gud', 'eveb']",ham
"['u', 'know', 'stubborn', 'even', 'want', 'go', 'hospital', 'kept', 'telling', 'mark', 'weak', 'sucker', 'hospitals', 'weak', 'sucker']",ham
"['huh', '6', 'also', 'cannot', 'many', 'mistake']",ham
"['lol', 'u', 'drunkard', 'hair', 'moment', 'yeah', 'still', '4', 'tonight', 'wats', 'plan']",ham
"['able', 'sleep']",ham
